"期間","新台幣NTD/USD"
"20200730","29.521"
"20200731","29.502"
"20200803","29.531"
"20200804","29.539"
"20200805","29.506"
"20200806","29.503"
"20200807","29.514"
"20200810","29.520"
"20200811","29.531"
"20200812","29.540"
"20200813","29.536"
"20200814","29.542"
"20200817","29.526"
"20200818","29.518"
"20200819","29.508"
"20200820","29.522"
"20200821","29.512"
"20200824","29.517"
"20200825","29.507"
"20200826","29.515"
"20200827","29.510"
"20200828","29.521"
"20200831","29.526"
"20200901","29.521"
"20200902","29.526"
"20200903","29.531"
"20200904","29.537"
"20200907","29.524"
"20200908","29.505"
"20200909","29.530"
"20200910","29.519"
"20200911","29.506"
"20200914","29.486"
"20200915","29.380"
"20200916","29.308"
"20200917","29.310"
"20200918","29.152"
"20200921","29.158"
"20200922","29.202"
"20200923","29.216"
"20200924","29.318"
"20200925","29.275"
"20200926","29.276"
"20200928","29.220"
"20200929","29.151"
"20200930","29.126"
"20201005","29.020"
"20201006","28.960"
"20201007","28.965"
"20201008","28.966"
"20201012","28.909"
"20201013","28.920"
"20201014","28.952"
"20201015","28.960"
"20201016","28.979"
"20201019","28.950"
"20201020","28.932"
"20201021","28.892"
"20201022","28.903"
"20201023","28.917"
"20201026","28.902"
"20201027","28.872"
"20201028","28.906"
"20201029","28.914"
"20201030","28.925"
"20201102","28.909"
"20201103","28.920"
"20201104","29.006"
"20201105","28.874"
"20201106","28.876"
"20201109","28.825"
"20201110","28.856"
"20201111","28.830"
"20201112","28.860"
"20201113","28.847"
"20201116","28.810"
"20201117","28.815"
"20201118","28.758"
"20201119","28.818"
"20201120","28.820"
"20201123","28.803"
"20201124","28.831"
"20201125","28.816"
"20201126","28.811"
"20201127","28.811"
"20201130","28.824"
"20201201","28.837"
"20201202","28.766"
"20201203","28.668"
"20201204","28.521"
"20201207","28.534"
"20201208","28.516"
"20201209","28.510"
"20201210","28.506"
"20201211","28.440"
"20201214","28.450"
"20201215","28.460"
"20201216","28.476"
"20201217","28.481"
"20201218","28.489"
"20201221","28.517"
"20201222","28.545"
"20201223","28.555"
"20201224","28.533"
"20201225","28.541"
"20201228","28.525"
"20201229","28.515"
"20201230","28.507"
"20201231","28.508"
"20210104","28.424"
"20210105","28.402"
"20210106","28.407"
"20210107","28.429"
"20210108","28.457"
"20210111","28.485"
"20210112","28.481"
"20210113","28.445"
"20210114","28.467"
"20210115","28.480"
"20210118","28.490"
"20210119","28.471"
"20210120","28.415"
"20210121","28.373"
"20210122","28.381"
"20210125","28.391"
"20210126","28.410"
"20210127","28.380"
"20210128","28.422"
"20210129","28.412"
"20210201","28.385"
"20210202","28.387"
"20210203","28.377"
"20210204","28.382"
"20210205","28.390"
"20210208","28.390"
"20210209","28.390"
"20210217","28.380"
"20210218","28.330"
"20210219","28.338"
"20210220","28.338"
"20210222","28.336"
"20210223","28.302"
"20210224","28.306"
"20210225","28.256"
"20210226","28.306"
"20210302","28.319"
"20210303","28.258"
"20210304","28.266"
"20210305","28.276"
"20210308","28.303"
"20210309","28.390"
"20210310","28.326"
"20210311","28.241"
"20210312","28.187"
"20210315","28.243"
"20210316","28.263"
"20210317","28.302"
"20210318","28.306"
"20210319","28.463"
"20210322","28.492"
"20210323","28.482"
"20210324","28.538"
"20210325","28.610"
"20210326","28.602"
"20210329","28.552"
"20210330","28.519"
"20210331","28.531"
"20210401","28.533"
"20210406","28.486"
"20210407","28.427"
"20210408","28.430"
"20210409","28.436"
"20210412","28.459"
"20210413","28.465"
"20210414","28.435"
"20210415","28.382"
"20210416","28.341"
"20210419","28.205"
"20210420","28.138"
"20210421","28.151"
"20210422","28.141"
"20210423","28.111"
"20210426","27.959"
"20210427","27.905"
"20210428","27.938"
"20210429","27.950"
"20210503","27.979"
"20210504","27.952"
"20210505","27.960"
"20210506","27.990"
"20210507","27.908"
"20210510","27.816"
"20210511","27.952"
"20210512","27.955"
"20210513","27.996"
"20210514","28.012"
"20210517","28.042"
"20210518","27.952"
"20210519","27.982"
"20210520","28.012"
"20210521","27.940"
"20210524","27.950"
"20210525","27.876"
"20210526","27.821"
"20210527","27.822"
"20210528","27.767"
"20210531","27.657"
"20210601","27.637"
"20210602","27.720"
"20210603","27.704"
"20210604","27.721"
"20210607","27.712"
"20210608","27.703"
"20210609","27.767"
"20210610","27.704"
"20210611","27.631"
"20210615","27.652"
"20210616","27.691"
"20210617","27.765"
"20210618","27.810"
"20210621","27.952"
"20210622","27.962"
"20210623","28.006"
"20210624","28.002"
"20210625","27.907"
"20210628","27.910"
"20210629","27.908"
"20210630","27.870"
